-54.5 36 -50.233 7.69903 -44.5534 3.40777 -45.6636 7.9872 -48.5922 -2.27184 -48.0874 17.9223 -40.2621 7.06796 -36.9806 -0.883495 -43.6351 20.6844 -22.9646 -12.8523 -21.2317 26.4623 -22.4948 5.40545 
-47.813 17.4234 -49.9269 4.92758 -44.4717 1.75381 -46.6117 7.06237 -46.2195 -4.15644 -46.8402 14.0789 -41.1273 4.86234 -35.9033 -5.99388 -39.3489 16.4856 -21.7631 -19.1998 -21.6828 28.9114 -22.7552 4.73443 
-40.2621 -13.3786 -50.3157 -5.83046 -44.9728 -7.51634 -44.2211 -2.63072 -44.2211 -12.6525 -43.3442 3.00654 -39.5861 -5.51198 -36.0784 -14.1558 -33.1831 3.48561 -16.2097 -25.9386 -17.086 20.7775 -19.9895 -4.85282 
-50.2213 -21.0302 -50.6117 -5.67961 -46.8519 -7.2658 -45.5263 -3.55263 -48.0177 -14.2816 -47.1053 2.36842 -42.2168 -7.64161 -41.7767 -15.7767 -37.1068 3.02913 -20.7116 -25.7539 -25.0393 18.0426 -23.2575 -5.50547 
-40.1143 -27.1481 -50.1551 -4.30265 -45.4739 -9.77124 -44.5969 -5.38671 -42.6158 -20.3335 -42.1822 1.39929 -40.0871 -8.89434 -33.989 -19.6344 -33.3191 3.33502 -15.6433 -26.3283 -22.0364 20.7691 -17.5637 -7.71335 
-42.7214 -31.4201 -50.7406 -5.16893 -44.46 -11.1771 -43.9633 -6.2095 -43.8235 -20.3675 -44.2095 1.67079 -39.3683 -9.81102 -38.2505 -24.0929 -33.2829 -0.12419 -15.8673 -27.426 -17.5769 14.819 -17.2953 -7.05271 
-1.41818 -25.7299 -49.916 -2.56167 -11.4567 -18.9899 -11.6137 -5.80684 -10.5151 -25.8954 -11.1096 8.39575 -4.02242 -3.84753 -3.01992 -23.4979 3.49776 -8.91928 3.84753 -27.1076 7.62875 19.4106 10.9403 -11.7506 
-47.6104 -18.0312 -49.9434 -6.04669 -46.3204 -8.58252 -46.9793 -3.3084 -46.7429 -13.9913 -46.0969 3.68334 -41.2735 -1.92377 -41.0987 -11.3677 -32.3543 -6.12108 -29.7309 -27.9821 -30.6054 20.1121 -21.9718 -5.13641 
-25.6214 10.0971 -49.856 4.80962 -33.4211 0.789474 -32.1845 8.58252 -31.1842 -7.5 -30.4738 15.3705 -27.6323 10.843 -26.583 -1.74888 -21.6861 5.94619 -16.4395 -22.0359 -16.2646 26.4081 -12.4757 5.15596 
-54.5 -36 -50.5263 -6.84211 -46.3158 -10.3947 -46.1842 -5.39474 -48.7184 -21.835 -48.1877 0.110379 -41.8421 -10 -43.48 -20.7208 -33.7534 -4.02242 -21.1746 -26.4707 -22.9174 12.8644 -22.5302 -5.44587 
-31.4026 0.202597 -49.839 0 -41.0893 -2.12963 -41.3399 2.88126 -38.3333 -6.26362 -38.4586 8.01743 -34.4529 3.49776 -35.1525 -3.67265 -26.2332 2.62332 -17.8386 -25.8834 -18.713 24.8341 -18.3312 1.03552 
-49.0286 -30.9974 -49.839 -6.28052 -45.8497 -8.39325 -44.9728 -3.13181 -45.9896 -19.4494 -48.4208 1.82338 -40.9641 -7.2658 -41.1273 -19.0442 -37.426 0.349776 -18.9395 -25.8536 -28.9364 21.4596 -18.9936 -5.36415 
-37.8641 24.233 -50.2839 6.01743 -42.0915 4.63508 -42.9684 9.14488 -41.0893 -2.75599 -40.8084 19.6045 -36.5516 13.1166 -37.426 2.09865 -29.2063 9.26906 -16.2407 -18.1287 -13.8622 27.6727 -16.3027 7.63392 
-21.3301 25.6214 -50.1332 5.75032 -27.9904 6.2201 -27.6112 17.7453 -25.2632 -7.10526 -26.2488 25.6268 -23.7848 18.5381 -21.1614 1.57399 -15.3901 11.7175 -13.1166 -14.3408 -15.2152 25.5336 -5.71362 9.55747 
-1.8833 -33.2716 -49.9664 -2.62241 -13.04 -19.7462 -14.3353 -4.58573 -10.6803 -30.054 -8.47712 9.43004 -6.29596 -2.09865 -5.24664 -20.287 3.67265 -4.89686 5.07175 -30.2556 1.74268 22.2511 12.8692 -11.6137 
-18.2338 1.01299 -49.8407 2.93423 -24.0121 -2.98189 -24.169 4.23742 -21.6091 -10.8045 -21.7087 13.1262 -17.139 7.1704 -15.9148 -8.21973 -13.8161 1.04933 -5.58534 -26.4157 -8.74439 26.583 -5.42152 0.699552 
-41.6037 -29.433 -50.6604 -4.67998 -45.2515 -10.2223 -43.3709 -5.41406 -43.4565 -20.0654 -43.7459 2.1057 -40.1134 -9.81102 -36.2627 -19.1248 -30.8342 -1.49109 -24.4843 -27.4574 -17.102 15.548 -17.0607 -7.1596 
-15.5238 -4.9676 -49.526 -1.21711 -24.4654 -5.58855 -24.6324 2.0262 -23.9687 -16.8898 -22.602 10.9565 -19.7623 2.79821 -18.3632 -9.79372 -12.2422 -2.62332 -10.843 -26.583 -12.0673 24.3094 -6.07109 -3.1498 
-14.406 5.21598 -49.5177 1.20682 -23.4719 -1.98704 -23.0994 5.34017 -21.6826 -11.2728 -22.2341 16.2724 -17.6637 11.5426 -17.4888 -5.07175 -11.3677 2.44843 -3.06397 -24.6684 -2.39624 26.8972 -5.09625 3.30088 
-20.6649 -30.5922 -51.0946 -2.84849 -27.3506 -19.0442 -26.2093 -5.80684 -26.8983 -28.0678 -26.3377 6.68571 -21.5112 -2.97309 -21.1614 -21.6861 -14.6906 -6.99552 -14.5157 -29.2063 -0.81039 17.0182 -4.05195 -8.91429 
-23.0971 -14.2621 -49.9538 -5.43138 -29.534 -12.2427 -29.2816 -3.53398 -29.2373 -18.5819 -30.1316 6.44737 -24.4843 -1.3991 -24.4843 -14.8655 -18.5381 -4.72197 -11.8924 -25.8834 -6.91326 21.7191 -10.0035 -6.95425 
3.64675 -12.1558 -49.7783 -1.66076 -8.83616 -11.565 -8.83616 -2.59887 -8.83616 -18.7119 -7.60196 11.7896 -1.04933 0.699552 -1.04933 -13.1166 5.7713 -4.54709 9.61883 -27.1076 12.9981 22.3194 12.9667 -6.09384 
3.47732 -0.37257 -49.0814 -0.689051 -9.71461 -6.56393 -10.2397 5.11986 -9.05822 -19.8231 -8.92694 19.6918 -2.62332 6.12108 -2.79821 -7.86996 3.84753 0.174888 9.25046 -27.2309 9.16618 27.0614 10.7772 -0.10423 
-4.85167 -0.870813 -49.2177 -1.91622 -12.9944 -4.67797 -12.9944 2.46893 -12.3402 -16.9349 -11.8151 17.1975 -6.64574 2.97309 -5.7713 -8.04484 -1.74888 -0.699552 0.349776 -27.2825 -2.27354 25.7085 3.32287 0 
-6.28052 -7.29351 -49.8053 -2.39873 -16.7657 -7.32721 -16.5173 -0.74514 -16.8037 -17.5913 -15.4909 14.5719 -10.3184 1.04933 -9.61883 -11.7175 -4.89686 -4.54709 2.69708 -28.4457 -0.0117471 27.598 2.20547 -5.70507 
-9.52208 -16.2078 -49.853 -1.92057 -16.7657 -15.1512 -16.9187 -5.10048 -16.5411 -23.6301 -15.0734 8.83616 -11.1928 -3.84753 -9.77664 -19.1703 -4.19731 -5.42152 0.113429 -28.6541 1.45113 21.6756 2.94293 -6.5908 
-1.01299 -0.405195 -49.7273 -2.47915 -13.1243 -5.84746 -13.2542 4.41808 -12.0776 -18.379 -12.2089 18.7728 -6.64574 5.24664 -6.64574 -12.9417 1.3991 -0.524664 5.38621 -28.3738 5.26984 28.3153 7.21932 -0.627767 
-7.21932 -16.6358 -49.8384 -2.01869 -14.3 -16.77 -14.3062 -5.97129 -14.04 -24.18 -11.9276 8.63179 -9.44395 -0.524664 -5.64059 -18.7863 -3.32287 -6.29596 5.02526 -29.2987 0.921761 24.5068 2.78718 -8.73424 
-16.4078 26.8835 -50.098 5.51246 -23.8544 2.90291 -23.4296 18.6484 -23.2599 -8.70621 -22.7401 26.7684 -16.9641 23.2601 -13.2679 -1.41658 -12.7668 9.09417 -3.46847 -19.5364 2.35882 30.0373 -1.49785 10.073 
-18.2601 0.129505 -49.5582 1.65061 -30.5367 -3.50847 -30.2768 4.28814 -28.9774 -14.4237 -28.1977 15.8531 -22.0359 7.86996 -19.2962 -9.71284 -17.139 0.524664 -5.49711 -27.246 -5.41716 27.266 -10.7489 -0.129505 
-15.1512 -0.49676 -49.4038 -0.93578 -24.3413 -2.4838 -23.9687 3.7257 -22.7062 -13.4953 -22.6532 13.0184 -19.0628 7.69507 -17.8386 -7.69507 -12.5919 0 -3.23828 -25.9038 -8.04484 23.9596 -6.62688 -0.441814 
-16.3931 -9.56263 -49.6624 -1.54267 -25.459 -9.19006 -25.0755 -0.242391 -25.3348 -18.5043 -22.9382 9.21341 -19.5874 1.04933 -18.8879 -12.417 -12.9417 -4.19731 -5.94619 -28.5067 -8.04484 22.9103 -5.87009 -5.42385 
-8.32073 -13.7851 -49.6382 -1.71701 -17.8834 -14.5302 -17.5501 -3.17101 -18.5043 -25.9557 -15.671 9.62315 -11.8924 -3.14798 -10.4933 -17.4888 -6.99552 -9.44395 2.86156 -28.8781 0.614729 22.802 1.04829 -7.56812 
13.2883 -1.36609 -48.954 -0.601756 -5.09179 -7.07883 -4.9676 5.34017 -0.37257 -18.8769 0.12419 18.8769 2.79821 4.54709 3.84753 -12.2422 10.6682 -0.874439 16.5678 -28.0498 16.1793 27.4066 18.0076 -1.11771 
-9.72468 -30.7948 -51.6142 -1.16959 -17.5108 -19.7462 -17.8913 -4.23742 -16.4789 -27.6217 -16.6358 8.78873 -11.1928 -3.32287 -10.3184 -23.0852 -2.44843 -6.47085 -2.44843 -27.6323 5.6499 19.1469 9.85776 -9.48028 
-31.7105 -24.4737 -50.3567 -5.85332 -39.3355 -12.402 -39.2105 -4.86842 -36.5795 -21.0458 -37.2368 4.47368 -31.6547 -3.67265 -28.923 -18.2877 -22.7354 -10.4933 -12.9417 -27.8072 -12.8013 18.5105 -12.961 -8.35517 
-35.6425 19.1253 -50.2518 3.41791 -41.4148 4.65497 -42.1369 9.22871 -40.2351 -3.24245 -40.5373 16.7176 -36.9013 9.96861 -35.6771 -0.874439 -29.5561 4.19731 -14.8508 -19.3602 -13.67 27.01 -16.1661 6.8395 
-40.1134 28.3153 -50.6015 4.61065 -43.7149 2.60799 -43.8391 8.6933 -43.7149 -2.85637 -42.6379 19.8467 -39.6996 11.3677 -38.3004 0.524664 -30.7803 5.59641 -24.4843 -17.6637 -25.1839 28.3318 -16.6172 7.38531 
-31.4026 -26.7429 -49.9292 -3.25967 -38.6842 -13.2895 -40.1316 -6.05263 -36.2649 -22.8935 -39.7368 1.71053 -33.2287 -6.29596 -29.3279 -22.215 -22.5605 -11.0179 -14.7896 -29.7818 -7.78514 20.393 -11.2118 -9.90885 
-7.06237 -22.4427 -49.8992 -2.22195 -14.6836 -17.4124 -13.933 -7.09091 -14.4237 -23.5198 -12.9944 7.27684 -9.26906 -2.09865 -9.09417 -19.4126 -2.27354 -8.91928 0.699552 -24.1345 0.168723 23.5265 4.79224 -10.1479 
